interval_1,interval_2,interval_3,interval_4,interval_5,interval_6,interval_7,label,filename
1.1923076923076923,1.185483870967742,1.2607709750566891,1.1241007194244605,2.003205128205128,2.381410256410257,2.826923076923077,0,Minor_12.wav
1.1870503597122302,1.509090909090909,1.1184738955823295,1.18491921005386,2.3741007194244603,3.007194244604317,3.579136690647482,0,Minor_224.wav
1.4154411764705883,1.192207792207792,1.187363834422658,1.1889908256880735,2.382352941176471,2.8272058823529416,3.007352941176471,0,Minor_230.wav
1.4144486692015208,1.381720430107527,1.0252918287937742,1.187855787476281,2.3802281368821294,2.8250950570342206,2.9999999999999996,0,Minor_218.wav
1.4144486692015208,1.381720430107527,1.0252918287937742,1.187855787476281,2.3802281368821294,2.8250950570342206,2.9999999999999996,0,Minor_350.wav
1.7870722433460076,1.1191489361702127,1.1901140684410647,1.2571884984025559,2.9923954372623576,3.5665399239543722,4.0,0,Minor_344.wav
1.774774774774775,1.1269035532994922,1.186936936936937,1.2580645161290323,2.9864864864864864,3.5450450450450455,4.009009009009009,0,Minor_152.wav
1.4845814977973568,1.2640949554896144,1.0657276995305163,1.1872246696035242,2.3744493392070485,2.9735682819383262,3.017621145374449,0,Minor_146.wav
1.4210526315789473,1.413105413105413,1.1895161290322582,1.1864406779661016,2.834008097165992,3.008097165991903,3.3724696356275308,0,Minor_191.wav
1.5060728744939271,1.1881720430107527,1.1221719457013575,1.1895161290322582,2.388663967611336,3.016194331983806,3.574898785425101,0,Minor_185.wav
1.5060728744939271,1.185483870967742,1.1224489795918366,1.191919191919192,2.388663967611336,3.008097165991903,3.57085020242915,0,Minor_184.wav
1.417004048582996,1.4142857142857144,1.191919191919192,1.1864406779661016,2.834008097165992,3.008097165991903,3.3765182186234814,0,Minor_190.wav
1.5022222222222223,1.2633136094674555,1.0562060889929743,1.1906873614190687,2.3866666666666667,3.0,3.7911111111111113,0,Minor_147.wav
1.7863636363636364,1.1221374045801527,1.1904761904761905,1.262857142857143,3.0136363636363632,3.581818181818182,4.509090909090909,0,Minor_153.wav
1.1194029850746268,1.1923809523809525,1.2380191693290732,1.0167741935483872,1.680170575692964,1.997867803837953,2.236673773987207,0,Minor_345.wav
1.4112903225806452,1.1923809523809525,1.1900958466453673,1.0281879194630872,2.0591397849462365,2.1155913978494625,2.8198924731182795,0,Minor_351.wav
1.4112903225806452,1.1923809523809525,1.1900958466453673,1.0281879194630872,2.0591397849462365,2.1155913978494625,2.8198924731182795,0,Minor_219.wav
1.1896103896103896,1.187772925764192,1.0202205882352942,1.1657657657657658,1.6805194805194803,2.0025974025974027,2.1168831168831166,0,Minor_231.wav
1.498489425981873,1.094758064516129,1.0239410681399632,1.1888489208633095,1.9969788519637461,2.513595166163142,2.9939577039274923,0,Minor_225.wav
1.056451612903226,1.1246819338422391,1.257918552036199,1.339928057553957,2.002688172043011,2.056451612903226,2.3736559139784945,0,Minor_13.wav
1.056451612903226,1.1246819338422391,1.416289592760181,1.1900958466453673,2.002688172043011,2.056451612903226,2.3736559139784945,0,Minor_39.wav
1.2588726513569939,1.262023217247098,1.2588699080157686,1.011482254697286,2.022964509394572,2.5156576200417535,2.670146137787057,0,Minor_11.wav
1.498489425981873,1.1209677419354838,1.1258992805755397,1.0559105431309903,1.9969788519637461,2.513595166163142,2.9939577039274923,0,Minor_233.wav
1.054320987654321,1.2576112412177987,1.0577281191806331,1.1901408450704225,1.6691358024691358,2.106172839506173,2.6493827160493826,0,Minor_227.wav
1.3361823361823362,1.1194029850746268,1.1923809523809525,1.1182108626198082,1.9943019943019942,2.0284900284900282,2.245014245014245,0,Minor_347.wav
1.2623906705539358,1.3325635103926097,1.1871750433275565,1.0160583941605839,2.0291545189504374,2.0932944606413995,2.518950437317784,0,Minor_353.wav
1.7906976744186047,1.1194805194805195,1.1902552204176335,1.263157894736842,3.0139534883720933,3.586046511627907,4.0093023255813955,0,Minor_145.wav
1.688372093023256,1.18732782369146,1.1902552204176335,1.1929824561403508,2.846511627906977,3.0046511627906978,3.390697674418605,0,Minor_151.wav
1.420600858369099,1.3836858006042294,1.0218340611353713,1.1602564102564101,2.330472103004292,2.386266094420601,2.8369098712446355,0,Minor_179.wav
1.5060728744939271,1.3306451612903227,1.191919191919192,1.259322033898305,3.008097165991903,3.785425101214575,4.02834008097166,0,Minor_186.wav
1.1897233201581028,1.2624584717607974,1.186842105263158,1.121951219512195,2.0,2.2490118577075098,2.383399209486166,0,Minor_192.wav
1.1944444444444444,1.2624584717607974,1.1894736842105262,1.1216814159292037,2.011904761904762,2.253968253968254,2.388888888888889,0,Minor_193.wav
1.5060728744939271,1.3333333333333335,1.1895161290322582,1.259322033898305,3.008097165991903,3.7935222672064777,4.012145748987854,0,Minor_187.wav
1.1829787234042553,1.1870503597122302,1.4272727272727272,1.1825902335456475,2.370212765957447,2.8085106382978724,3.0042553191489363,0,Minor_178.wav
1.6774193548387097,1.1923076923076923,1.186635944700461,1.188349514563107,2.8202764976958528,3.004608294930876,3.350230414746544,0,Minor_150.wav
1.774193548387097,1.1272727272727272,1.186635944700461,1.2582524271844662,2.9861751152073737,3.5437788018433185,4.009216589861752,0,Minor_144.wav
1.260233918128655,1.3387470997679813,1.1871750433275565,1.25985401459854,2.5233918128654973,3.002923976608187,3.374269005847953,0,Minor_352.wav
1.3307984790874523,1.34,1.1215351812366738,1.1901140684410647,2.3802281368821294,2.6615969581749046,2.9999999999999996,0,Minor_346.wav
1.4947368421052631,1.2652582159624413,1.0575139146567718,1.187719298245614,2.375438596491228,2.9543859649122806,2.9894736842105263,0,Minor_226.wav
1.1870503597122302,1.509090909090909,1.1204819277108435,1.1218637992831542,2.2517985611510793,2.3741007194244603,3.007194244604317,0,Minor_232.wav
1.5047021943573666,1.25625,1.0597014925373134,1.18622848200313,2.3761755485893414,2.9937304075235107,3.783699059561128,0,Minor_10.wav
1.1923076923076923,1.185483870967742,1.3945578231292517,1.016260162601626,2.003205128205128,2.381410256410257,2.826923076923077,0,Minor_38.wav
1.6885245901639345,1.186407766990291,1.18657937806874,1.1889655172413793,2.8262295081967217,3.0065573770491807,3.377049180327869,0,Minor_14.wav
1.7881944444444444,1.120388349514563,1.1889081455805894,1.2609329446064141,3.0034722222222223,3.361111111111111,3.576388888888889,0,Minor_28.wav
1.4947368421052631,1.1948356807511737,1.1198428290766207,1.187719298245614,2.375438596491228,2.9894736842105263,3.350877192982456,0,Minor_236.wav
